"date","BTC","ETH","BNB","SOL","XRP","ADA"
2023-07-27,29210.689453125,1860.35717773438,240.498794555664,25.0993366241455,0.713645994663239,0.307525008916855
2023-07-28,29319.24609375,1874.74487304688,241.977035522461,24.8468570709229,0.712567985057831,0.310200989246368
2023-07-29,29356.91796875,1881.06884765625,242.576370239258,25.1689739227295,0.712738990783691,0.312765002250671
2023-07-30,29275.30859375,1861.64379882812,242.525985717773,24.2610187530518,0.705136001110077,0.315632998943329
2023-07-31,29230.111328125,1856.16235351562,241.120651245117,23.7209568023682,0.698521018028259,0.307487994432449
2023-08-01,29675.732421875,1871.79211425781,247.505020141602,23.9987525939941,0.707211017608643,0.30995100736618
2023-08-02,29151.958984375,1839.08972167969,240.494644165039,23.1457214355469,0.685195028781891,0.299389004707336
2023-08-03,29178.6796875,1835.13647460938,241.0615234375,22.6360492706299,0.664134979248047,0.292575985193253
2023-08-04,29074.091796875,1827.712890625,241.476013183594,22.7936191558838,0.635538995265961,0.29338800907135
2023-08-05,29042.126953125,1834.98791503906,242.959350585938,22.6322040557861,0.628422975540161,0.293628990650177
2023-08-06,29041.85546875,1827.46203613281,242.798599243164,23.1856956481934,0.623086988925934,0.292082011699677
2023-08-07,29180.578125,1826.93884277344,241.797500610352,23.0687561035156,0.62193101644516,0.290295988321304
2023-08-08,29765.4921875,1855.80737304688,245.14990234375,24.211763381958,0.642405986785889,0.297744989395142
2023-08-09,29561.494140625,1854.29760742188,243.893646240234,24.3785266876221,0.643365025520325,0.301140010356903
2023-08-10,29429.591796875,1850.75341796875,241.262466430664,24.6130523681641,0.632986009120941,0.296130001544952
2023-08-11,29397.71484375,1847.12438964844,239.706893920898,24.5828609466553,0.631675004959106,0.293449997901917
2023-08-12,29415.96484375,1848.88989257812,240.273620605469,24.9067306518555,0.627205014228821,0.291837006807327
2023-08-13,29282.9140625,1839.28015136719,240.033340454102,24.2428855895996,0.626101970672607,0.289530992507935
2023-08-14,29408.443359375,1844.18579101562,240.339248657227,25.142822265625,0.634281992912292,0.290610998868942
2023-08-15,29170.34765625,1826.93273925781,236.679580688477,23.8965854644775,0.609598994255066,0.281816989183426
2023-08-16,28701.779296875,1805.65905761719,231.868743896484,22.811975479126,0.588328003883362,0.274531990289688
2023-08-17,26664.55078125,1684.93347167969,218.535842895508,21.7099742889404,0.507142007350922,0.255957990884781
2023-08-18,26049.556640625,1660.94506835938,216.112548828125,21.3354930877686,0.506099998950958,0.263891994953156
2023-08-19,26096.205078125,1669.47192382812,216.999450683594,21.8790378570557,0.519629001617432,0.268377989530563
2023-08-20,26189.583984375,1684.85205078125,216.635803222656,21.7732753753662,0.539547026157379,0.270709007978439
